transaction_id,transaction_date,customer_id,country,city,product,category,quantity,unit_price,payment_method,sales_rep,customer_type,status
TX04347,2026-03-12,CUST0890,KENYA,Nairobi,External SSD,Storage,5,13609.19,M-Pesa,David,Individual,Pending
TX03366,2026-03-12,CUST0478,UGANDA,Nairobi,Wireless Mouse,Accessories,2,1961.97,Cash,Irene,Individual,Pending
TX04707,2026-04-02,CUST0352,Kenya,Kampala,Laptop Bag,Accessories,2,3589.61,Card,John,SME,Completed
TX03629,2026-02-02,CUST0371,TANZANIA,Kisumu,Laptop Bag,Accessories,1,3594.75,Cash,David,SME,Completed
TX00565,2026-01-16,CUST1093,Kenya,MOMBASA,Monitor,Hardware,2,22743.06,Bank Transfer,Faith,Corporate,Completed
TX03698,2026-05-03,CUST0729,KENYA,Mombasa,External SSD,Storage,2,15892.1,,David,Individual,Completed
TX04318,2026-05-11,CUST0949,KE,MOMBASA,External SSD,Storage,1,15224.27,Cash,George,Corporate,Pending
TX01908,2026-02-05,CUST0767,Uganda,Dar es Salaam,Headset,Accessories,1,5011.86,Card,,Corporate,Completed
TX04538,2026-04-29,CUST0693,Uganda,Kisumu,USB-C Hub,Accessories,2,6259.74,M-Pesa,David,SME,Pending
TX01898,2026-04-05,CUST1131,KENYA,NAIROBI,Monitor,Hardware,1,24040.58,Bank Transfer,Carol,Individual,Pending
TX04112,2026-06-27,CUST0143,KE,NAIROBI,Laptop Bag,Accessories,1,3151.07,M-Pesa,Faith,Individual,Completed
TX03843,2026-03-24,CUST0050,Uganda,Kisumu,Keyboard,Accessories,1,2670.46,Cash,David,Corporate,Completed
TX03600,2026-03-16,CUST0252,Kenya,Kampala,Tablet,Hardware,1,37818.26,Card,Amina,Corporate,Completed
TX01925,2026-05-27,CUST1070,TANZANIA,Kigali,Laptop Stand,Accessories,1,4850.45,Card,Brian,Individual,Completed
TX02472,2026-02-18,CUST0976,Rwanda,Kisumu,Keyboard,Accessories,1,2678.98,Card,Faith,Individual,Completed
TX02708,2026-06-16,CUST0920,UGANDA,Dar es Salaam,Headset,Accessories,1,5213.87,Cash,Irene,Individual,Completed
TX02866,2026-04-27,CUST0320,UGANDA,Dar es Salaam,External SSD,Storage,2,15307.58,Cash,David,Individual,Completed
TX01173,2026-02-23,CUST0368,TANZANIA,Kigali,Monitor,Hardware,3,23420.71,M-Pesa,George,Individual,Completed
TX01833,2026-05-21,CUST1008,KE,Dar es Salaam,USB-C Hub,Accessories,2,6367.95,Bank Transfer,Faith,SME,Cancelled
TX00326,2026-03-23,CUST1099,TANZANIA,NAIROBI,Headset,Accessories,2,5097.5,M-Pesa,David,Individual,Completed
TX01052,2026-02-27,CUST0088,Rwanda,Kigali,Keyboard,Accessories,1,2722.49,M-Pesa,John,Individual,Completed
TX04734,2026-01-07,CUST1183,Rwanda,NAIROBI,Keyboard,Accessories,3,2528.64,Card,David,Corporate,Completed
TX03413,2026-02-06,CUST0473,KE,Kampala,Laptop Bag,Accessories,4,3536.71,M-Pesa,George,Individual,Cancelled
TX04531,2026-01-15,CUST0956,UGANDA,Nairobi,Monitor,Hardware,1,21081.39,Cash,George,Corporate,Completed
TX04692,2026-03-24,CUST0339,Rwanda,Mombasa,Laptop Stand,Accessories,5,4792.45,Cash,Irene,SME,Pending
TX01589,2026-01-06,CUST1142,UGANDA,Nairobi,Keyboard,Accessories,2,2510.55,M-Pesa,Irene,Individual,Pending
TX01197,2026-03-22,CUST0173,Tanzania,Kampala,Laptop Stand,Accessories,1,4347.26,Cash,Carol,Individual,Completed
TX00621,2026-04-10,CUST1042,Uganda,Kampala,Monitor,Hardware,1,21161.42,Cash,David,Corporate,Cancelled
TX01816,2026-06-26,,Kenya,Arusha,Wireless Mouse,Accessories,1,1739.79,Card,David,Corporate,Completed
TX04590,2026-06-09,CUST1085,Kenya,MOMBASA,Laptop Bag,Accessories,1,3485.88,Cash,Amina,SME,Pending
TX01190,2026-05-30,CUST0146,Kenya,Kampala,Wireless Mouse,Accessories,3,1676.12,Bank Transfer,Amina,SME,Completed
TX00329,2026-06-28,CUST0401,Rwanda,Arusha,Keyboard,Accessories,1,2704.97,Card,Irene,SME,Pending
TX00649,2026-03-04,CUST0226,KE,Mombasa,Keyboard,Accessories,2,2675.25,M-Pesa,George,Individual,Completed
TX00898,2026-03-12,CUST1071,Kenya,MOMBASA,Monitor,Hardware,1,20272.62,M-Pesa,Irene,SME,Completed
TX03485,2026-04-09,CUST0517,UGANDA,Mombasa,USB-C Hub,Accessories,2,5922.46,Cash,Faith,Individual,Pending
TX01124,2026-05-29,CUST0172,Kenya,Arusha,Laptop Bag,Accessories,2,3593.86,M-Pesa,,SME,Cancelled
TX02688,2026-01-04,CUST0316,UGANDA,Arusha,Office Laptop,Hardware,1,95110.98,Card,George,SME,Completed
TX04720,2026-03-04,CUST0476,Rwanda,Kigali,External SSD,Storage,1,14348.91,Cash,Amina,SME,Cancelled
TX01938,2026-03-11,CUST0561,Tanzania,Kigali,Laptop Stand,Accessories,2,4641.73,Cash,Carol,Corporate,Completed
TX01481,2026-01-25,CUST0222,TANZANIA,Kisumu,Headset,Accessories,3,5535.95,Card,Faith,SME,Cancelled
TX02891,2026-02-03,CUST0241,Kenya,Dar es Salaam,Wireless Mouse,Accessories,2,1627.86,Card,Carol,SME,Completed
TX04287,2026-05-26,CUST0182,Uganda,NAIROBI,External SSD,Storage,1,15169.62,Bank Transfer,Carol,SME,Pending
TX03762,2026-02-16,CUST0970,Rwanda,Kampala,Monitor,Hardware,1,23414.62,Cash,Amina,Corporate,Pending
TX04295,2026-03-04,CUST0485,Uganda,Kampala,Keyboard,Accessories,2,2342.34,Bank Transfer,Faith,Corporate,Cancelled
TX04397,2026-06-09,CUST1105,TANZANIA,Dar es Salaam,External SSD,Storage,1,15170.99,M-Pesa,Carol,SME,Pending
TX02823,2026-05-05,CUST0225,KENYA,Kisumu,Laptop Bag,Accessories,1,3544.84,M-Pesa,Amina,Individual,Completed
TX01024,2026-04-03,CUST0864,TANZANIA,Kigali,USB-C Hub,Accessories,1,6257.26,Cash,Faith,Corporate,Cancelled
TX04504,2026-06-24,CUST1194,Tanzania,MOMBASA,Wireless Mouse,Accessories,1,1674.22,Card,Irene,SME,Cancelled
TX04419,2026-01-29,CUST0074,Tanzania,Nairobi,Monitor,Hardware,4,20509.63,M-Pesa,Faith,SME ,Completed
TX04628,2026-02-17,CUST1015,Tanzania,Arusha,Laptop Stand,Accessories,3,4676.17,Card,John,Individual,Completed
TX04909,2026-03-27,CUST1082,Tanzania,Dar es Salaam,Monitor,Hardware,4,19987.13,M-Pesa,Brian,SME ,Completed
TX01567,2026-06-06,CUST1012,Kenya,Nairobi,Keyboard,Accessories,1,2380.53,M-Pesa,Irene,Individual,Cancelled
TX00810,2026-03-16,CUST0706,KENYA,Dar es Salaam,Wireless Mouse,Accessories,1,1813.35,M-Pesa,John,Corporate,Pending
TX02952,2026-03-23,CUST0553,Kenya,NAIROBI,Office Laptop,Hardware,1,89048.92,Bank Transfer,Irene,Corporate,Pending
TX00979,2026-05-30,CUST0244,Rwanda,MOMBASA,Wireless Mouse,Accessories,3,1625.56,Card,George,SME,Completed
TX02169,2026-01-23,CUST1155,KE,Kampala,External SSD,Storage,4,13207.72,Card,Faith,Individual,Completed
TX03435,2026-06-03,CUST0323,UGANDA,Dar es Salaam,Wireless Mouse,Accessories,2,1644.58,Bank Transfer,Brian,Individual,Completed
TX01790,2026-01-29,CUST0592,TANZANIA,Kigali,Laptop Stand,Accessories,1,4159.84,M-Pesa,Carol,Individual,Pending
TX01502,2026-04-29,CUST0197,Tanzania,Mombasa,Laptop Stand,Accessories,2,4295.73,M-Pesa,Carol,SME,Completed
TX04020,2026-02-26,CUST0584,TANZANIA,Arusha,Laptop Stand,Accessories,1,4692.65,Card,David,SME,Completed
TX01488,2026-04-29,CUST0573,UGANDA,Kigali,USB-C Hub,Accessories,1,6753.86,Cash,Irene,SME,Completed
TX04130,2026-01-28,CUST1035,KE,Nairobi,Tablet,Hardware,1,41901.8,Bank Transfer,Amina,SME,Cancelled
TX03814,2026-03-22,CUST0294,Rwanda,MOMBASA,Laptop Bag,Accessories,1,3583.47,M-Pesa,Brian,Corporate,Pending
TX02499,2026-06-27,CUST0801,Tanzania,Arusha,Laptop Stand,Accessories,1,4775.35,Bank Transfer,Carol,SME,Completed
TX01878,2026-04-03,CUST0970,Tanzania,Kampala,Laptop Bag,Accessories,4,3155.94,Card,Faith,Individual,Pending
TX00175,2026-06-17,CUST0301,UGANDA,Nairobi,Office Laptop,Hardware,1,101801.74,Bank Transfer,Irene,Corporate,Completed
TX01651,2026-06-11,CUST1075,KE,Nairobi,External SSD,Storage,3,14223.1,Cash,Carol,Corporate,Completed
TX04225,2026-05-22,CUST1041,Rwanda,MOMBASA,Wireless Mouse,Accessories,1,1656.82,Bank Transfer,Irene,SME,Cancelled
TX04109,2026-05-13,CUST1034,KE,Arusha,Tablet,Hardware,1,40308.98,Bank Transfer,George,SME,Pending
TX04536,2026-04-10,CUST0835,UGANDA,Nairobi,Wireless Mouse,Accessories,2,1784.4,Card,David,SME,Completed
TX00218,2026-01-07,CUST0092,UGANDA,Mombasa,Laptop Stand,Accessories,3,4454.81,Card,George,Corporate,Completed
TX04051,2026-04-12,CUST0916,UGANDA,NAIROBI,Wireless Mouse,Accessories,1,1933.56,Card,Brian,Corporate,Completed
TX03947,2026-01-06,CUST0580,Uganda,Mombasa,Monitor,Hardware,1,21229.28,Card,Amina,Corporate,Completed
TX01445,2026-01-01,CUST0381,KE,Kampala,External SSD,Storage,4,15125.46,M-Pesa,David,Individual,Cancelled
TX00691,2026-05-05,CUST0179,Rwanda,Kampala,Tablet,Hardware,1,42606.24,Bank Transfer,David,SME,Completed
TX02859,2026-03-18,CUST0131,Tanzania,MOMBASA,Laptop Stand,Accessories,1,4533.13,M-Pesa,John,SME,COMPLETED
TX02310,2026-04-10,CUST0573,Rwanda,NAIROBI,Tablet,Hardware,3,44548.76,Cash,Carol,SME,Completed
TX02315,2026-04-10,CUST0487,UGANDA,Mombasa,Keyboard,Accessories,2,2295.78,M-Pesa,Irene,Corporate,Pending
TX01107,2026-05-20,CUST0998,KE,Arusha,Monitor,Hardware,2,22469.57,Card,Brian,SME,Completed
TX02115,2026-04-06,CUST0317,Kenya,MOMBASA,External SSD,Storage,1,13641.0,M-Pesa,Faith,Individual,Completed
TX02016,2026-02-20,CUST0045,TANZANIA,Nairobi,External SSD,Storage,5,14136.52,Bank Transfer,Brian,Corporate,Pending
TX01624,2026-04-30,CUST0856,UGANDA,Kisumu,USB-C Hub,Accessories,2,7039.1,Card,David,SME,Completed
TX00612,2026-03-23,CUST0559,UGANDA,MOMBASA,Wireless Mouse,Accessories,1,1940.49,Bank Transfer,David,Individual,Completed
TX03263,2026-06-17,CUST0678,UGANDA,Kisumu,Keyboard,Accessories,1,2519.94,Cash,Irene,SME,Completed
TX03884,2026-03-24,CUST0094,Kenya,Mombasa,Monitor,Hardware,1,21152.84,Bank Transfer,Faith,Individual,Pending
TX03842,2026-05-12,CUST0714,Kenya,Kisumu,Keyboard,Accessories,1,2563.26,M-Pesa,Amina,SME,Cancelled
TX00577,2026-02-25,CUST0708,TANZANIA,Arusha,Headset,Accessories,1,5413.24,Bank Transfer,Carol,Corporate,Cancelled
TX02134,2026-06-16,CUST0510,KE,Kampala,Wireless Mouse,Accessories,1,1757.34,M-Pesa,Faith,Individual,Completed
TX04510,2026-05-27,CUST1174,TANZANIA,MOMBASA,Tablet,Hardware,1,42026.86,Bank Transfer,Brian,Corporate,Pending
TX01181,2026-04-28,CUST0997,KE,Dar es Salaam,Laptop Stand,Accessories,2,4238.8,Bank Transfer,Brian,SME,Pending
TX00889,2026-03-20,CUST0659,UGANDA,Kampala,Monitor,Hardware,2,20852.74,Bank Transfer,George,Corporate,Cancelled
TX03245,2026-06-19,CUST0703,Rwanda,MOMBASA,Wireless Mouse,Accessories,1,1658.26,Bank Transfer,David,SME,Completed
TX01840,2026-01-16,CUST0883,Uganda,Arusha,Wireless Mouse,Accessories,5,1759.35,Cash,David,Individual,Completed
TX02755,2026-02-21,CUST1131,Rwanda,Nairobi,Tablet,Hardware,2,39796.79,M-Pesa,John,SME ,Completed
TX00818,2026-05-30,CUST0113,Uganda,NAIROBI,Keyboard,Accessories,4,2619.78,Bank Transfer,Faith,SME ,Cancelled
TX03923,2026-01-28,CUST1070,KE,NAIROBI,Laptop Bag,Accessories,1,3756.58,Card,Faith,SME,Completed
TX04910,2026-03-02,CUST0119,KE,Kigali,Office Laptop,Hardware,4,103711.62,Card,Brian,SME,Cancelled
TX00209,2026-02-11,CUST0594,Uganda,Nairobi,USB-C Hub,Accessories,2,6358.36,M-Pesa,Carol,SME,Cancelled
TX00294,2026-05-23,CUST0959,KENYA,Mombasa,External SSD,Storage,2,13255.92,M-Pesa,Amina,SME,Completed
TX01120,2026-04-30,CUST1169,Kenya,Kampala,Monitor,Hardware,1,20320.76,M-Pesa,Carol,Individual,Cancelled
TX02289,2026-02-07,CUST0052,TANZANIA,Kigali,Office Laptop,Hardware,1,102701.67,M-Pesa,David,Corporate,Completed
TX01722,2026-01-10,CUST0773,KE,Kisumu,Wireless Mouse,Accessories,2,1766.98,Card,Brian,Corporate,Completed
TX01265,2026-04-28,CUST0819,Kenya,Dar es Salaam,Keyboard,Accessories,1,2519.29,Bank Transfer,David,Corporate,Completed
TX00991,2026-06-07,CUST1146,KE,Kisumu,Keyboard,Accessories,3,2741.33,Bank Transfer,Irene,Individual,completed
TX03479,2026-04-17,CUST1148,Kenya,Mombasa,Tablet,Hardware,2,42601.58,M-Pesa,John,Individual,Completed
TX04266,2026-06-07,CUST0024,KE,Dar es Salaam,Laptop Stand,Accessories,4,4849.94,Card,George,SME,Completed
TX04802,2026-05-16,CUST0601,UGANDA,Arusha,Office Laptop,Hardware,2,101007.76,Bank Transfer,Brian,Individual,Cancelled
TX00354,2026-01-09,CUST0667,KE,MOMBASA,USB-C Hub,Accessories,1,5887.92,Card,Carol,Individual,Cancelled
TX02032,2026-06-07,CUST0949,Kenya,Kisumu,Laptop Stand,Accessories,1,4390.63,M-Pesa,Faith,SME,Completed
TX01771,2026-04-30,CUST0711,KENYA,NAIROBI,External SSD,Storage,1,15368.83,Cash,Irene,Corporate,Pending
TX03155,2026-04-07,CUST0458,UGANDA,Kigali,USB-C Hub,Accessories,1,6482.51,Card,George,Corporate,Completed
TX01490,2026-06-27,CUST0921,Rwanda,Dar es Salaam,USB-C Hub,Accessories,5,5856.04,Cash,George,Corporate,Cancelled
TX03835,2026-04-15,CUST0922,Kenya,Mombasa,Headset,Accessories,4,5330.44,Bank Transfer,John,Individual,Pending
TX04837,2026-06-13,CUST0718,TANZANIA,Kisumu,Keyboard,Accessories,4,2727.97,Cash,Brian,Corporate,Cancelled
TX03674,2026-05-15,CUST1192,Tanzania,Arusha,Tablet,Hardware,1,40015.47,Bank Transfer,David,Corporate,Cancelled
TX01229,2026-06-28,CUST0474,UGANDA,Arusha,External SSD,Storage,2,14109.81,Bank Transfer,David,Corporate,Pending
TX00260,2026-04-26,CUST0782,UGANDA,Kampala,Monitor,Hardware,1,20701.48,Bank Transfer,Faith,Individual,Completed
TX01613,2026-01-20,CUST0488,KENYA,Mombasa,Monitor,Hardware,1,23002.57,Card,Amina,Corporate,Cancelled
TX01889,2026-04-15,CUST1143,UGANDA,MOMBASA,Monitor,Hardware,1,21593.19,M-Pesa,Carol,Corporate,Completed
TX04818,2026-01-20,CUST0977,Tanzania,Kigali,Wireless Mouse,Accessories,1,1736.36,M-Pesa,Brian,SME,COMPLETED
TX02330,2026-04-29,CUST0132,KENYA,Arusha,External SSD,Storage,2,13209.45,Bank Transfer,Carol,SME,completed
TX02628,2026-02-10,CUST0890,UGANDA,Dar es Salaam,Wireless Mouse,Accessories,1,1763.58,Bank Transfer,Faith,Corporate,Completed
TX00053,2026-02-11,CUST0935,TANZANIA,Kisumu,Monitor,Hardware,4,23237.7,Card,Irene,SME,Completed
TX02270,2026-04-11,CUST0940,KE,Kampala,Monitor,Hardware,2,23137.91,M-Pesa,Faith,Individual,Cancelled
TX01958,2026-05-18,CUST0335,Tanzania,NAIROBI,Tablet,Hardware,1,42523.17,Cash,David,Individual,Completed
TX02267,2026-05-04,CUST0659,Tanzania,Dar es Salaam,External SSD,Storage,1,15470.26,M-Pesa,John,SME,Completed
TX02488,2026-01-13,CUST0246,Kenya,Nairobi,Keyboard,Accessories,1,2548.61,Bank Transfer,Irene,SME,Completed
TX04000,2026-01-27,CUST0887,KE,Kigali,Laptop Bag,Accessories,2,3632.73,Card,David,Corporate,Completed
TX02581,2026-06-05,CUST0388,Kenya,Kisumu,Laptop Bag,Accessories,1,3701.85,M-Pesa,John,SME,Completed
TX01480,2026-04-18,CUST0987,Tanzania,NAIROBI,Laptop Stand,Accessories,2,4845.5,M-Pesa,John,Corporate,Completed
TX01508,2026-02-27,CUST1155,KENYA,NAIROBI,Wireless Mouse,Accessories,3,1836.49,M-Pesa,Amina,SME,Pending
TX01034,2026-05-11,CUST0475,KE,Dar es Salaam,Wireless Mouse,Accessories,2,1929.69,Card,David,Corporate,Completed
TX01098,2026-02-22,CUST0332,Rwanda,Kampala,USB-C Hub,Accessories,1,6391.7,Cash,Carol,SME,COMPLETED
TX01470,2026-03-15,CUST0839,Tanzania,NAIROBI,Headset,Accessories,1,5498.44,Bank Transfer,Faith,Individual,Cancelled
TX00544,2026-03-18,CUST1171,Tanzania,Kampala,Tablet,Hardware,1,41048.34,Bank Transfer,John,Corporate,Pending
TX01047,2026-03-01,CUST1032,KE,Dar es Salaam,Laptop Bag,Accessories,1,3847.99,Cash,Carol,Individual,Completed
TX03918,2026-01-10,CUST0078,UGANDA,Dar es Salaam,External SSD,Storage,1,13479.72,Cash,Brian,SME,Cancelled
TX01671,2026-02-13,CUST1020,KENYA,Kisumu,Laptop Stand,Accessories,2,4460.05,Bank Transfer,Carol,Individual,Completed
TX00031,2026-04-03,CUST0302,UGANDA,Arusha,Laptop Stand,Accessories,3,4722.95,M-Pesa,Irene,Corporate,Completed
TX00726,2026-05-06,CUST0811,KE,Kigali,USB-C Hub,Accessories,2,6239.84,Cash,Brian,Individual,Pending
TX03863,2026-03-05,CUST0219,UGANDA,MOMBASA,External SSD,Storage,4,15014.25,Cash,Carol,Individual,completed
TX02168,2026-01-16,CUST1064,KENYA,MOMBASA,Wireless Mouse,Accessories,1,1978.66,Card,David,SME,Cancelled
TX04040,2026-02-27,CUST0405,Kenya,Dar es Salaam,Laptop Bag,Accessories,1,3187.58,Cash,Brian,Corporate,Completed
TX01427,2026-06-27,CUST0112,TANZANIA,Kigali,Monitor,Hardware,1,23937.39,Bank Transfer,Brian,Individual,Pending
TX03927,2026-03-18,CUST0877,UGANDA,Dar es Salaam,Keyboard,Accessories,3,2464.16,Cash,Faith,Individual,Completed
TX03277,2026-05-08,CUST0925,Uganda,Arusha,Monitor,Hardware,5,20399.67,Card,Brian,Corporate,Completed
TX00437,2026-03-29,CUST0931,Rwanda,Kisumu,Headset,Accessories,1,5695.23,Bank Transfer,David,Individual,Completed
TX04316,2026-06-29,CUST0261,UGANDA,Nairobi,Monitor,Hardware,2,20357.92,Cash,Brian,Individual,Completed
TX00913,2026-02-05,CUST0383,TANZANIA,MOMBASA,Monitor,Hardware,1,22678.64,M-Pesa,Faith,Corporate,Cancelled
TX04291,2026-03-04,CUST0394,Rwanda,MOMBASA,Laptop Bag,Accessories,1,3631.19,Bank Transfer,Irene,Corporate,Completed
TX04232,2026-05-14,CUST0106,Tanzania,Nairobi,Laptop Bag,Accessories,2,3189.56,Bank Transfer,John,SME,Cancelled
TX04587,2026-05-02,CUST0991,Tanzania,Nairobi,Laptop Bag,Accessories,4,3461.92,Bank Transfer,Faith,SME,Completed
TX04180,2026-03-07,CUST0517,Uganda,Dar es Salaam,Monitor,Hardware,1,21827.63,Cash,Faith,Individual,Completed
TX02365,2026-04-17,CUST0498,TANZANIA,Nairobi,USB-C Hub,Accessories,3,6880.23,M-Pesa,Brian,Individual,Completed
TX01727,2026-03-08,CUST0403,KENYA,Arusha,Laptop Stand,Accessories,2,4681.72,Cash,Brian,Corporate,Completed
TX01239,2026-03-02,CUST0626,UGANDA,NAIROBI,External SSD,Storage,1,14689.82,Bank Transfer,Brian,Corporate,Cancelled
TX00904,2026-02-06,CUST0882,TANZANIA,Kampala,USB-C Hub,Accessories,1,6274.81,Cash,George,Corporate,Completed
TX04274,2026-06-11,CUST0428,KE,Kampala,Monitor,Hardware,5,24109.22,Cash,Brian,Individual,Completed
TX03261,2026-04-16,CUST0476,Rwanda,Nairobi,Tablet,Hardware,3,39777.7,Bank Transfer,Faith,Individual,Completed
TX01666,2026-01-26,CUST1188,Kenya,Kisumu,Laptop Bag,Accessories,3,3278.89,M-Pesa,Amina,SME ,Cancelled
TX00508,2026-03-18,CUST0554,KENYA,Arusha,Office Laptop,Hardware,1,94317.27,Bank Transfer,Faith,SME,Completed
TX03340,2026-06-11,CUST1105,Uganda,Arusha,Office Laptop,Hardware,1,100794.66,Bank Transfer,David,Corporate,Completed
TX00184,2026-01-31,CUST1077,Kenya,Mombasa,External SSD,Storage,2,15714.17,Cash,Faith,Individual,Cancelled
TX04484,2026-04-12,CUST0579,UGANDA,MOMBASA,Keyboard,Accessories,1,2512.06,M-Pesa,Amina,Corporate,Completed
TX01498,2026-03-14,CUST0051,KE,NAIROBI,USB-C Hub,Accessories,2,6126.14,M-Pesa,Brian,Corporate,Completed
TX01943,2026-04-18,CUST0897,TANZANIA,MOMBASA,Wireless Mouse,Accessories,1,1635.13,Card,John,Individual,Pending
TX00322,2026-02-08,CUST0904,TANZANIA,NAIROBI,Wireless Mouse,Accessories,1,1765.03,Bank Transfer,George,SME,Completed
TX03542,2026-06-08,CUST0811,UGANDA,Arusha,USB-C Hub,Accessories,3,6762.49,Cash,Amina,Individual,Completed
TX02764,2026-03-27,CUST0091,UGANDA,Kisumu,Wireless Mouse,Accessories,1,1760.2,Cash,Amina,Corporate,Completed
TX01870,2026-01-21,CUST0675,TANZANIA,MOMBASA,Headset,Accessories,1,5195.49,Cash,John,SME,Completed
TX02458,2026-05-22,CUST0965,KE,Dar es Salaam,External SSD,Storage,2,13391.07,M-Pesa,Carol,SME,Pending
TX01892,2026-02-12,CUST0008,TANZANIA,Mombasa,USB-C Hub,Accessories,1,6558.89,Card,Carol,SME,Pending
TX02582,2026-06-09,CUST0080,UGANDA,Mombasa,Keyboard,Accessories,1,2716.15,Card,George,Corporate,Pending
TX02606,2026-02-09,CUST0597,UGANDA,Nairobi,Office Laptop,Hardware,2,97592.27,Card,John,SME ,Completed
TX01552,2026-02-25,CUST0340,KENYA,NAIROBI,Wireless Mouse,Accessories,2,1694.55,M-Pesa,Faith,SME,Completed
TX04512,2026-06-10,CUST0196,UGANDA,NAIROBI,Headset,Accessories,1,4733.54,M-Pesa,Brian,Corporate,Pending
TX01147,2026-05-27,CUST0780,Rwanda,MOMBASA,Tablet,Hardware,2,42269.79,Bank Transfer,George,Corporate,Completed
TX02706,2026-01-03,CUST0309,UGANDA,MOMBASA,Laptop Bag,Accessories,1,3567.99,Cash,Amina,Individual,Pending
TX02407,2026-06-10,CUST0474,TANZANIA,Kigali,External SSD,Storage,5,15802.62,M-Pesa,Faith,Corporate,Pending
TX00045,2026-06-01,CUST0690,KE,MOMBASA,Wireless Mouse,Accessories,1,1830.88,Bank Transfer,David,Individual,Completed
TX01868,2026-01-08,CUST0920,Kenya,Kampala,Keyboard,Accessories,2,2591.47,Bank Transfer,Amina,Individual,Completed
TX02378,2026-05-06,CUST0887,TANZANIA,Kisumu,Wireless Mouse,Accessories,1,1628.00,Cash,George,Corporate,Cancelled
TX02332,2026-06-10,CUST1139,Uganda,Nairobi,USB-C Hub,Accessories,1,7053.36,Cash,George,Corporate,Completed
TX01379,2026-05-11,CUST0891,TANZANIA,Mombasa,Headset,Accessories,1,5443.49,Card,Amina,Corporate,Completed
TX03134,2026-01-13,CUST0035,TANZANIA,Arusha,External SSD,Storage,2,14386.52,Bank Transfer,Carol,Individual,Completed
TX04402,2026-06-30,CUST0676,UGANDA,Kampala,Office Laptop,Hardware,1,94972.63,Bank Transfer,George,Corporate,Pending
TX00414,2026-03-16,CUST0619,KE,MOMBASA,External SSD,Storage,1,14121.77,Cash,Carol,SME,Completed
TX04995,2026-05-05,CUST0035,UGANDA,Kigali,Keyboard,Accessories,4,2385.59,Card,John,SME,Completed
TX01408,2026-06-28,CUST0283,Rwanda,MOMBASA,Tablet,Hardware,3,42084.16,Bank Transfer,David,SME,Completed
TX03910,2026-01-11,CUST0695,Kenya,Kisumu,Tablet,Hardware,2,39371.55,Card,David,Individual,Completed
TX00802,2026-05-15,CUST0701,TANZANIA,Arusha,Headset,Accessories,1,4714.17,Bank Transfer,Carol,SME,Cancelled
TX01289,2026-01-14,CUST1181,KE,Mombasa,USB-C Hub,Accessories,1,6454.22,Cash,Brian,Corporate,Completed
TX01559,2026-03-13,CUST0405,Uganda,Dar es Salaam,Laptop Stand,Accessories,2,4628.64,Bank Transfer,Irene,Individual,Completed
TX02255,2026-04-14,CUST0878,Kenya,Nairobi,Laptop Stand,Accessories,1,4653.55,M-Pesa,Amina,Corporate,Completed
TX02522,2026-06-16,CUST1163,TANZANIA,Dar es Salaam,Monitor,Hardware,1,19982.56,,Carol,Individual,Completed
TX04170,2026-01-30,CUST0077,Uganda,Kampala,Tablet,Hardware,1,37901.38,Bank Transfer,George,SME,Completed
TX02396,2026-06-07,CUST0482,Rwanda,Arusha,Laptop Bag,Accessories,2,3155.18,Cash,David,Corporate,Pending
TX00257,2026-04-08,CUST0842,Tanzania,Kampala,Headset,Accessories,2,5245.28,M-Pesa,Faith,SME,Completed
TX04371,2026-04-18,CUST0503,Uganda,Kampala,Office Laptop,Hardware,2,102843.06,Card,John,Individual,Completed
TX04921,2026-04-15,CUST1122,KENYA,Mombasa,Monitor,Hardware,1,23388.3,M-Pesa,George,Individual,Completed
TX01152,2026-01-11,CUST0325,Kenya,,Keyboard,Accessories,1,2339.33,Cash,Brian,SME,Pending
TX02379,2026-06-09,CUST0518,Uganda,Mombasa,Laptop Stand,Accessories,2,4098.84,Card,Carol,Corporate,Pending
TX00648,2026-03-21,CUST0215,Uganda,NAIROBI,USB-C Hub,Accessories,1,6245.84,Cash,,Individual,Completed
TX03013,2026-04-30,CUST0531,KE,Kampala,Laptop Stand,Accessories,2,4390.17,M-Pesa,Carol,SME ,Completed
TX04574,2026-04-12,CUST0986,UGANDA,Nairobi,Tablet,Hardware,1,44742.69,Card,George,Individual,Completed
TX01809,2026-05-20,CUST0489,Kenya,Arusha,External SSD,Storage,1,14408.04,Cash,Amina,SME,Completed
TX03102,2026-06-19,CUST0248,Kenya,Arusha,Headset,Accessories,1,4971.36,M-Pesa,Faith,SME,Completed
TX04872,2026-01-22,CUST1048,Rwanda,Nairobi,Wireless Mouse,Accessories,1,1782.16,M-Pesa,Amina,Individual,Cancelled
TX03900,2026-03-24,CUST1169,UGANDA,Nairobi,Office Laptop,Hardware,3,92290.86,Bank Transfer,Faith,SME,Completed
TX01316,2026-01-06,CUST0357,TANZANIA,Dar es Salaam,Laptop Bag,Accessories,1,3307.47,Bank Transfer,Brian,Individual,Completed
TX01089,2026-06-13,CUST0632,KENYA,Mombasa,Laptop Bag,Accessories,1,3820.48,Bank Transfer,Amina,SME,Cancelled
TX02073,2026-01-19,CUST0990,UGANDA,Nairobi,Office Laptop,Hardware,1,88326.09,Cash,Brian,SME,Completed
TX02616,2026-06-17,CUST0351,KE,Kigali,Keyboard,Accessories,2,2551.75,Bank Transfer,Carol,Corporate,Completed
